Open_pred,High_pred,Low_pred,Close_pred,Open,High,Low,Close
289.37857,291.3652,286.8197,289.2369,778.81,789.63,775.8,786.14
290.2406,292.2781,287.5653,290.2052,788.36,791.34,783.16,786.9
291.93158,294.0233,289.31946,292.07977,786.08,794.48,785.02,794.02
296.80954,299.10342,294.32166,297.21112,795.26,807.9000000000001,792.2,806.15
302.35666,305.00922,299.6726,302.7442,806.4,809.97,802.83,806.65
302.04663,304.75418,299.09512,302.406,807.86,809.1300000000001,803.51,804.79
303.44574,306.2251,300.76224,304.0972,805.0,808.1500000000001,801.37,807.91
304.73938,307.56064,302.0791,305.45938,807.14,807.3900000000001,799.17,806.36
301.80017,304.65555,299.05576,302.34537,807.48,811.22,806.69,807.88
305.35214,308.1127,303.08826,306.266,807.08,807.1400000000001,800.37,804.61
303.34113,306.26862,300.86295,303.9891,805.81,806.21,800.99,806.07
301.94766,304.91293,299.59674,302.60162,805.12,809.48,801.8,802.17
301.74734,304.68207,299.60815,302.34058,806.91,806.9100000000001,801.69,805.02
301.4897,304.2774,299.35947,302.07016,807.25,820.8700000000001,803.74,819.31
305.49652,308.41956,303.46442,306.16107,822.3,825.9000000000001,817.82,823.87
303.42798,306.3977,300.98328,303.83582,829.62,835.77,825.06,835.67
301.53482,304.41248,299.38162,302.06036,837.81,838.0,827.01,832.15
303.8631,306.62714,301.921,304.58716,834.71,841.95,820.44,823.31
303.49826,306.3249,301.29965,304.04517,814.66,815.8400000000001,799.8,802.32
307.31824,310.2243,305.3257,308.04556,796.86,801.25,790.52,796.79
308.34802,311.3366,306.00677,308.9654,291.38,291.66,288.49,289.33066933066937
309.9479,312.935,307.7395,310.73398,291.34,292.11,289.95,291.4635364635365
309.59177,312.5517,307.27133,310.33487,294.23,297.42,292.93,297.0529470529471
306.19925,309.28842,303.71576,306.7277,296.39,304.27,295.9,303.4065934065934
300.4428,303.46332,298.0522,300.6502,302.44,303.56,300.75,302.25274725274727
303.32672,305.93845,301.4309,303.9221,303.18,304.53,301.24,303.7862137862138
303.1755,305.799,301.0366,303.65588,304.87,306.1,303.36,304.5904095904096
300.17538,302.93872,297.73056,300.4146,302.81,302.93,300.87,301.8231768231769
301.7973,304.35776,299.70352,302.1936,304.11,305.77,303.87,304.95504495504497
306.95685,309.63403,305.00647,307.54333,304.63,304.86,301.25,303.7412587412588
307.22467,310.04028,304.7453,307.6112,305.32,305.32,300.15,301.64835164835165
309.16348,312.01794,306.87598,309.76816,300.28,303.27,297.75,302.1278721278722
311.02176,313.90082,308.73804,311.7204,301.36,302.68,300.08,301.18881118881126
314.90002,318.03357,312.5594,315.60385,300.81,307.79,300.31,305.85414585414594
314.9472,318.09778,312.46176,315.58398,304.84,307.24,302.22,302.83716283716285
318.82053,322.10504,316.40472,319.6319,302.37,302.83,299.05,301.92307692307696
320.35846,323.79642,317.88724,321.03735,302.54,304.68,301.62,303.81118881118886
320.15918,323.4991,317.66806,320.9321,302.16,305.04,301.4,303.51648351648356
322.4461,325.79205,320.24408,323.3927,303.86,308.73,302.71,308.0419580419581
322.5438,325.91888,320.07404,323.31906,308.14,311.63,306.6,307.972027972028
326.7102,330.0276,324.5335,327.74182,309.97,311.68,307.92,310.0399600399601
322.75006,326.29013,320.1571,323.36887,309.84,310.83,309.0,309.46553446553446
320.35587,323.81192,317.9459,321.01807,309.06,310.08,304.55,305.979020979021
321.45267,324.74637,319.4288,322.12183,302.89,303.27,295.81,301.34865134865134
320.0981,323.3204,317.9191,320.63397,303.39,304.45,301.8,302.2677322677323
316.19098,319.31793,314.01447,316.60162,303.88,304.61,302.04,302.43756243756246
315.25015,318.21954,313.24213,315.70465,302.84,304.81,298.88,299.00599400599407
314.40903,317.331,312.344,314.7504,298.88,302.37,298.51,301.4435564435565
312.8166,315.69675,310.7141,313.153,303.24,307.77,301.64,307.73726273726277
316.8921,319.5879,315.14825,317.5813,306.35,310.23,305.58,306.84315684315686
323.73563,326.665,321.8308,324.49612,307.15,310.59,306.27,309.4055944055944
311.90546,315.35526,308.7126,311.6478,309.29,311.79,308.87,311.3536463536464
303.26657,306.26306,300.46002,302.87912,310.4,317.45,309.46,315.80419580419584
305.8426,308.1826,303.62854,305.75833,314.28,316.84,312.46,315.5644355644356
303.46356,305.77017,300.94855,303.12183,316.12,322.49,315.07,318.7962037962038
300.78223,303.18207,297.97214,300.30182,318.06,323.19,314.32,321.8181818181818
299.1387,301.37207,296.4766,298.75687,322.09,323.04,319.25,320.09490509490513
298.0872,300.1828,295.59528,297.7445,321.3,323.53,318.58,323.4515484515485
300.5264,302.65033,298.08118,300.41205,322.31,325.53,321.2,322.3026973026973
303.9396,306.1711,301.52774,304.03915,324.8,328.07,324.32,326.6533466533467
306.61508,309.04486,304.07465,306.8444,325.5,327.07,320.95,322.99200799200804
306.09756,308.67804,303.47653,306.38504,324.66,325.52,319.3,319.4205794205795
301.7128,304.5384,298.8344,301.77286,319.19,322.54,316.23,322.25274725274727
302.0963,304.70493,299.51852,302.27383,321.5,322.77,318.13,320.10989010989016
302.6161,305.13235,300.14053,302.81396,318.03,318.31,314.37,316.3886113886114
305.01526,307.54736,302.62247,305.44305,314.94,317.03,313.11,314.98001998002
298.27594,301.00415,295.33252,298.2277,313.07,316.48,311.48,314.2407592407593
302.65234,305.25598,300.39984,302.98273,315.58,316.07,311.11,312.2577422577423
304.8277,307.55005,302.3467,305.03897,315.8,316.81,314.47,316.7932067932068
303.4629,306.27097,300.72525,303.54953,319.98,325.35,318.93,324.29070929070934
305.98868,308.65073,303.71088,306.54208,322.57,323.28,310.61,311.13386613386615
302.25934,305.10693,299.56207,302.5322,310.34,310.74,299.71,301.9030969030969
301.49612,304.2013,299.0675,301.85538,303.14,307.69,302.37,303.64635364635365
304.6315,307.35086,302.43033,305.1667,302.89,305.26,300.28,302.5924075924076
312.54407,315.4063,310.52075,313.3701,301.71,306.98,298.38,298.53146853146853
310.92123,314.1559,308.1576,311.42056,301.0,303.29,296.8,296.91808191808195
300.91586,304.49902,297.51434,300.70087,295.34,298.11,294.0,297.6823176823177
306.25977,309.01245,304.059,306.55206,298.0,302.18,297.54,299.51048951048955
299.8837,302.7358,296.99304,299.63297,300.87,304.53,300.31,303.72127872127874
303.23532,305.7878,301.14188,303.49707,304.31,307.85,303.71,306.5834165834166
301.14252,303.7872,298.63168,301.1747,306.36,307.22,304.16,306.34365634365633
295.4426,298.0586,292.8083,295.26785,305.35,306.89,299.18,301.29370629370635
296.76883,299.14624,294.6739,296.93094,300.77,304.66,298.97,301.0889110889111
293.48993,295.81488,291.02777,293.32254,299.48,302.92,299.18,302.4975024975025
290.532,292.82135,288.0798,290.369,303.67,306.27,303.34,304.3706293706294
285.24246,287.29346,282.75534,284.86786,301.83,302.81,297.29,297.37262737262745
288.70383,290.70062,286.64578,288.68826,296.39,304.14,296.39,302.6423576423577
285.0165,287.1387,282.33026,284.60773,301.63,307.3,299.23,305.24975024975026
289.61243,291.62326,287.4871,289.752,302.28,307.04,299.78,303.43656343656346
289.19232,291.40518,286.5248,289.18527,305.34,306.94,303.98,305.6843156843157
289.29626,291.47205,286.699,289.33682,304.04,306.13,301.26,301.48351648351655
284.70248,287.12253,281.6656,284.4329,299.27,303.11,299.17,300.8741258741259
282.32538,284.45282,279.65045,282.07718,301.54,306.35,300.75,304.4155844155845
281.0336,282.9425,278.25143,280.67877,307.83,313.87,306.82,313.29170829170835
279.9416,281.78583,277.1552,279.59338,315.73,317.73,309.46,310.3596403596404
281.54318,283.37717,279.03348,281.41537,311.38,315.03,297.24,299.0809190809191
284.2758,286.33002,281.60318,284.16028,299.13,306.7,298.88,305.90909090909093
289.834,291.95624,287.18518,289.98593,305.57,305.76,296.89,299.2807192807193
287.61316,289.88766,284.5652,287.62448,299.7,303.66,297.45,303.5914085914086
282.8313,285.27188,279.65097,282.715,303.44,304.82,298.32,300.70429570429576
285.31418,287.40442,282.85886,285.57242,299.38,299.74,293.04,294.6603396603397
280.11752,282.31677,277.0734,279.86758,296.79,298.45,293.06,296.0589410589411
282.0029,283.99445,279.5718,282.12494,292.98,294.84,290.68,293.01698301698303
284.634,286.6685,282.05737,284.78912,293.26,293.9,288.42,289.3456543456544
280.91998,283.09436,278.07007,280.79355,284.83,285.26,283.11,284.42557442557444
288.96652,291.04642,286.88382,289.5591,284.05,289.16,283.94,288.21678321678326
289.16193,291.47235,286.4132,289.4586,286.65,287.99,282.18,284.14085914085916
292.1427,294.6042,289.54465,292.6085,287.16,289.9,285.73,289.2007992007992
296.84357,299.43234,294.1698,297.4105,292.7,292.85,287.55,288.0369630369631
292.02057,294.77954,288.88464,292.20633,286.85,289.42,286.22,289.14085914085916
292.1247,294.70746,289.5506,292.59717,291.01,291.57,282.29,283.18681318681325
290.7193,293.3945,288.05258,291.07224,283.82,284.09,278.25,281.4935064935065
284.9085,287.47778,282.12128,284.85065,279.81,282.44,278.3,279.4955044955045
284.3609,286.645,282.06192,284.44064,279.6,281.48,277.22,278.4815184815185
287.49142,289.715,285.3149,287.72302,279.12,281.21,277.5,281.1988011988012
286.9492,289.20715,284.4303,287.05408,280.26,286.03,278.58,284.36063936063937
287.11743,289.48102,284.71713,287.33322,285.72,291.05,285.49,289.6803196803197
289.77585,292.06366,287.3911,290.0977,288.82,288.92,285.68,287.6773226773227
295.80084,298.26218,293.3876,296.32632,288.84,288.84,280.81,281.54845154845157
303.1614,305.91138,300.8732,304.02283,282.94,284.67,281.85,284.67
304.82968,307.96164,301.90225,305.23282,282.61,282.98,277.63,279.3006993006993
302.7869,305.934,299.7817,303.21317,280.33,282.24,278.7,281.28371628371633
303.41394,306.36624,300.72806,304.0512,282.79,285.92,281.95,283.58641358641364
305.7581,308.6859,303.33124,306.5994,281.89,282.06,277.56,281.09890109890114
314.95114,318.0882,312.74847,315.99384,286.41,288.98,285.03,288.951048951049
315.13492,318.5085,312.25253,315.83658,289.82,290.41,287.17,289.1508491508492
315.1395,318.4495,312.423,315.90378,288.92,293.11,287.92,292.81718281718287
315.55148,318.85928,313.00592,316.4541,293.28,298.91,293.17,296.8481518481519
313.59512,317.00064,310.84656,314.14392,295.12,295.65,290.32,291.8981018981019
319.63855,322.82144,317.6303,320.7556,291.38,293.2,289.54,291.91308691308694
320.41428,323.79007,317.9463,321.21646,293.99,295.11,288.29,289.7652347652348
318.68878,322.09296,316.35587,319.49002,287.07,287.85,281.42,284.53046953046953
319.9825,323.30804,317.8462,320.8875,282.5,284.9,280.0,284.1758241758242
320.22348,323.5014,318.11102,321.14258,285.01,288.49,283.21,287.18281718281725
319.10696,322.3871,317.0263,319.9104,287.11,288.51,284.82,286.3886113886114
327.8346,331.15106,326.14218,328.9892,288.14,289.25,283.14,287.2877122877123
332.3603,335.88943,330.14487,333.27228,287.41,290.76,286.99,289.2957042957043
332.15298,335.7986,329.7218,333.05237,291.98,298.12,291.91,295.4245754245755
334.7202,338.274,332.43106,335.74268,303.24,305.33,297.97,304.2707292707293
336.5587,340.12317,334.31122,337.62057,299.12,308.02,298.01,306.6033966033967
336.15872,339.78745,333.77536,337.11356,306.35,307.81,301.04,302.65234765234766
332.99338,336.78906,330.4696,333.67096,303.02,305.54,301.55,302.8621378621379
337.11298,340.66043,334.87228,337.87115,306.35,307.28,303.88,305.53446553446554
336.81717,340.31433,334.38373,337.41528,308.29,316.31,307.6,316.29370629370635
337.78076,341.18088,335.48163,338.52008,316.84,320.1,313.57,314.97002997003005
332.18564,335.69574,329.54465,332.4122,312.96,317.06,312.94,315.3046953046954
336.66333,339.95108,334.5572,337.25812,317.46,318.56,314.51,315.1598401598402
341.9041,345.25162,339.7665,342.59644,311.59,317.82,310.54,313.2017982017982
339.38937,342.82864,336.84842,339.93103,318.81,320.66,316.88,319.4655344655345
341.09106,344.4932,338.80966,341.88638,318.61,323.48,318.42,320.20979020979024
338.3814,341.8841,335.95706,338.95316,319.7,320.93,317.05,319.0759240759241
339.74875,343.06384,337.38992,340.39896,318.33,321.73,318.06,319.91508491508495
347.68372,351.03152,345.53207,348.47464,321.05,321.98,319.56,319.975024975025
351.45483,355.0014,348.8701,352.08447,318.1,319.92,316.88,319.80019980019983
349.3061,353.01788,346.42175,349.86273,322.5,328.84,322.13,328.77122877122883
345.2674,348.80237,342.31308,345.65668,328.39,335.17,328.27,333.08191808191816
343.70798,347.12115,340.9556,344.00366,333.89,335.87,330.81,332.5224775224776
351.3911,354.70673,348.9192,351.8619,332.51,336.06,332.29,335.1798201798202
353.72003,356.98584,351.0673,354.2477,335.8,337.36,334.6,337.3076923076923
353.30435,356.70367,350.53345,353.80283,336.49,338.17,335.07,336.50849150849155
357.0598,360.48306,354.40674,357.60983,335.3,337.73,329.85,333.50649350649354
361.7138,365.19547,359.01367,362.29504,332.44,339.03,332.11,337.32767232767236
362.14844,365.73608,359.23917,362.6565,335.88,338.97,334.25,337.1378621378622
365.52933,369.02383,362.82178,366.33026,336.54,338.95,335.78,338.0469530469531
371.9735,375.74005,369.11115,372.54315,330.26,334.75,328.39,333.36163836163837
374.44968,378.38385,371.1694,374.98486,331.26,337.54,331.13,337.3626373626374
374.87152,378.85126,371.5204,375.22296,337.42,343.21,336.81,342.72227772227774
377.15372,380.955,373.97565,377.7423,340.84,342.41,338.82,339.5654345654346
376.1203,379.86786,372.78702,376.53162,340.72,343.0,338.75,341.2637362637363
379.87555,383.52408,376.758,380.448,341.0,341.22,335.49,339.25074925074927
376.91125,380.7853,373.53568,377.21725,338.73,341.97,338.3,339.0909090909091
379.69592,383.27356,376.4981,379.98834,341.7,348.64,341.09,348.39660339660344
382.53006,386.02655,379.33173,382.80133,348.69,354.8,347.53,351.7582417582418
382.99265,386.5398,379.7047,383.29538,353.55,355.07,347.89,349.07592407592415
377.51108,381.0715,374.02167,377.51456,347.68,349.02,344.21,344.80019980019983
371.88916,375.52216,368.3146,371.7862,343.42,346.16,339.17,344.1508491508492
371.67972,374.75656,368.41855,371.53378,345.25,353.18,343.98,351.70329670329676
376.07684,379.0029,373.00894,376.1898,353.48,355.17,352.18,353.51648351648356
372.0267,375.1038,368.61877,371.8281,352.73,355.11,351.18,353.6663336663337
368.6046,371.5642,365.32648,368.3072,352.57,357.99,352.07,357.79720279720283
371.34454,374.06573,368.2604,371.2019,357.41,362.92,356.87,362.39260739260743
375.8592,378.6543,372.7885,375.69586,360.88,364.32,359.26,362.70229770229776
346.12952,350.51697,340.81262,343.8866,364.74,366.09,363.7,365.62437562437566
342.78253,345.27625,338.92435,341.29,364.14,373.62,363.76,373.29170829170835
340.05518,341.70996,336.42407,338.39996,375.12,381.02,372.43,373.18181818181824
340.71786,342.27853,337.14252,339.1457,373.52,379.2,369.12,375.32467532467535
339.1597,340.79318,335.7339,337.93466,378.56,380.0,374.42,376.83816183816185
338.72885,340.39288,335.46103,337.7601,375.67,378.23,374.17,375.83916083916085
337.63123,339.4595,334.19794,336.64352,378.11,381.07,376.69,379.4655344655345
339.53195,341.33282,336.42944,338.91992,381.17,381.56,373.73,377.0829170829171
342.97382,345.04663,339.74442,342.42474,376.45,380.53,374.7,379.8251748251748
343.8104,346.0672,340.50378,343.47348,379.95,383.51,378.28,382.59240759240765
340.02948,342.48175,336.5668,339.50253,383.92,385.74,381.08,382.39260739260743
340.20584,342.637,337.03156,339.96033,379.08,380.36,375.67,377.50749250749254
333.525,336.07675,329.94247,332.86337,378.42,379.24,369.88,370.65434565434566
326.9582,329.57407,323.43527,326.20782,369.54,372.37,367.77,370.8891108891109
331.3163,333.6025,328.3706,330.7813,375.04,377.83,373.74,374.3356643356644
332.53934,334.80267,329.531,332.05563,374.52,376.03,370.66,370.984015984016
329.3604,331.80524,326.1876,328.8859,369.58,370.53,363.99,369.10589410589415
326.1531,328.6523,323.121,325.77695,368.68,372.1,366.85,370.959040959041
324.08392,326.6126,321.00516,323.57028,370.59,376.76,368.75,376.3336663336664
322.5235,325.0489,319.7212,322.0465,376.36,378.29,336.74,346.20379620379623
332.97675,335.4288,330.80484,333.2267,351.47,352.03,334.75,339.62037962037965
333.932,336.7788,331.09998,333.98453,339.23,341.04,333.6,338.0669330669331
331.2198,334.16034,328.39877,331.351,334.75,342.38,334.75,338.90609390609393
333.06387,335.87183,330.5495,333.54877,342.12,342.22,336.37,337.3876123876124
329.56094,332.53406,326.75998,329.77744,338.73,339.73,335.5,337.61238761238764
333.9706,336.9871,331.41336,334.28134,336.99,340.24,334.35,336.31368631368633
339.1962,342.35574,336.58136,339.41858,338.66,339.23,336.24,338.88111888111894
343.8839,347.07526,341.29294,344.4059,338.48,344.16,338.09,342.51248751248755
346.4977,349.89536,343.78247,347.04956,346.1,346.48,342.4,342.6773226773227
346.83173,350.39252,343.93317,347.46005,340.97,342.15,336.52,340.20479520479523
343.8239,347.37012,340.95187,344.3184,341.46,341.97,337.51,339.58541458541464
342.65228,346.1728,339.92905,343.14725,336.24,337.85,332.0,332.31268731268733
344.5352,347.92804,341.9517,345.02255,333.85,334.49,324.4,324.92507492507497
341.59042,345.10953,338.79556,341.9099,326.1,332.92,323.94,330.2747252747253
342.473,345.7,339.87906,342.8676,330.64,333.65,329.2,331.70829170829177
347.42654,350.6918,344.9528,347.89374,330.26,332.55,327.89,328.29670329670336
347.62302,350.95786,344.97473,348.02176,329.1,329.85,324.04,325.0549450549451
350.91934,354.45422,348.40384,351.65356,323.79,328.77,320.75,322.4225774225775
350.1584,353.56122,347.31454,350.49124,321.79,325.29,316.81,322.3826173826174
358.3498,361.73486,355.7848,358.87213,326.63,333.21,326.54,332.8571428571429
359.37494,362.8864,356.29205,359.63086,333.5,337.73,331.04,333.73626373626377
358.54443,361.98352,355.61438,359.00464,333.25,333.65,328.97,331.6933066933067
359.57355,363.00867,356.77866,360.175,333.73,333.75,331.81,332.73726273726277
356.16974,359.62042,353.1188,356.41937,331.98,332.25,328.28,329.3406593406594
353.81036,357.14496,350.8896,354.11346,328.85,336.24,327.77,334.10089910089914
353.27747,356.4967,350.42017,353.47968,332.76,341.18,330.71,340.5594405594406
351.50104,354.62805,348.66046,351.58258,342.61,345.65,339.73,344.6553446553447
349.77536,352.7667,346.84186,349.79193,344.36,348.3,341.56,347.88211788211794
352.30786,355.30127,349.56592,352.36356,349.81,351.63,345.76,346.32867132867136
360.8981,363.84952,358.4049,361.38562,346.2,346.46,341.57,344.2257742257743
360.91235,364.16226,357.8988,361.1546,344.78,345.95,339.89,342.62737262737267
367.6061,370.87897,364.78674,368.09268,342.51,346.51,340.98,344.2757242757243
365.78708,369.17416,362.60965,366.05524,346.2,347.14,339.94,340.8291708291709
364.43793,367.89252,361.39606,364.80643,341.42,344.53,340.62,341.42857142857144
367.2577,370.5545,364.32068,367.65863,343.71,349.65,342.58,347.1378621378622
369.01874,372.40024,366.0521,369.44934,348.31,350.44,345.45,347.4775224775225
368.5631,371.87518,365.5073,368.93927,356.62,356.9,348.47,350.0399600399601
361.4165,365.0525,357.81317,361.3143,348.28,352.59,347.91,349.6703296703297
361.7757,365.09714,358.38583,361.49155,351.43,359.61,350.7,359.04595404595403
357.3428,360.36813,353.94803,356.97336,356.96,363.19,356.19,359.19080919080926
355.75073,358.59818,352.6084,355.59076,359.01,360.15,357.0,358.7112887112887
351.85797,354.66812,348.65225,351.495,360.28,360.97,357.15,359.8301698301699
350.24207,352.8979,347.32846,349.96405,355.65,358.07,353.93,356.4785214785215
371.8985,374.3515,369.6552,372.6204,355.92,356.25,352.41,353.42657342657344
374.86475,377.91574,371.59476,374.77658,352.71,355.11,349.89,353.1118881118881
375.41504,378.59595,372.03665,375.55304,352.25,353.1,348.0,351.8281718281719
374.09512,377.35364,370.66727,374.32016,349.53,352.14,348.7,348.7
375.60886,378.85336,372.18066,375.78818,348.69,353.96,346.7,352.36763236763244
376.65503,379.86197,373.14957,376.85074,358.37,362.14,356.94,360.2747252747253
376.67404,379.8512,373.18655,376.79297,361.11,364.6,359.01,360.48451548451555
386.07465,389.33197,382.78882,386.30817,363.31,369.35,362.48,367.6073926073927
378.37268,381.88104,374.45892,378.18805,366.35,368.31,363.93,366.00399600399606
382.35425,385.63324,378.90808,382.56396,366.4,366.78,360.86,365.2797202797203
383.56485,386.88245,379.95023,383.45306,364.77,367.8,362.94,367.6823176823177
385.7422,389.07364,382.2322,385.78503,370.03,371.11,365.38,369.3556443556444
391.77893,395.00793,388.52606,392.15643,369.61,369.83,366.78,368.6113886113887
388.86426,392.31647,385.30087,388.91043,367.12,369.71,359.83,360.2747252747253
389.88766,393.33136,386.4041,390.14484,358.32,366.13,354.72,361.11388611388617
390.63672,393.97183,387.22772,390.88403,359.85,360.82,355.5,356.2587412587413
392.1781,395.57565,388.79028,392.3338,357.51,358.48,354.18,354.33066933066937
395.11383,398.4314,391.88123,395.45508,353.85,355.05,349.36,350.939060939061
401.714,405.12134,398.57922,402.17047,351.01,351.35,346.46,350.1248751248752
395.4823,399.201,391.66815,395.52408,366.62,373.1,366.52,369.36563436563443
397.62903,401.06918,394.08246,397.84457,369.24,377.0,368.87,375.69930069930075
398.69955,401.93817,395.30066,398.91156,373.98,377.82,373.72,375.4295704295705
395.56302,399.11096,391.78735,395.56348,374.48,376.39,372.55,373.961038961039
394.20944,397.46432,390.69672,394.2305,371.98,377.06,371.88,375.43456543456546
399.34436,402.4696,395.9944,399.44073,375.46,379.05,375.05,375.50949050949055
400.4639,403.53384,397.05853,400.5694,373.85,377.4,373.72,376.43356643356645
401.4406,404.525,398.0096,401.40073,377.68,386.85,377.63,386.3536463536464
409.04333,412.1654,405.71768,409.06012,382.41,383.8,377.72,378.0919080919082
418.09796,421.2379,414.96857,418.47815,379.14,384.12,378.32,381.43856143856146
414.43567,418.04132,410.8288,414.65137,378.12,385.04,377.83,383.64635364635365
415.35535,418.6876,411.8766,415.69104,383.41,387.95,381.32,385.5294705294706
414.16162,417.51776,410.63034,414.38574,388.61,391.87,388.32,391.21878121878126
417.02563,420.28253,413.52148,417.27682,387.75,390.04,385.43,389.7502497502498
412.38342,415.67834,408.72836,412.4079,389.42,392.48,388.23,388.8911088911089
411.9937,415.18848,408.48077,412.14798,388.61,391.21,388.53,389.97002997003005
409.82132,412.98953,406.3391,409.90582,388.41,392.9,387.43,392.43756243756246
406.67966,409.70538,403.13788,406.6407,392.23,395.15,392.07,394.96503496503504
402.997,405.902,399.3263,402.62915,396.51,401.99,396.16,401.91808191808195
405.74118,408.5488,402.34674,405.62875,401.15,402.97,394.42,394.7502497502498
406.73648,409.4803,403.57742,406.81055,397.51,401.22,394.13,396.2787212787213
405.15292,407.96063,401.81616,405.08344,398.14,399.13,395.42,398.36163836163837
404.73672,407.48572,401.53308,404.8271,399.65,402.7,393.77,393.906093906094
